,Epoch,AUC,PRC,loss
0,0,0.519076510892942,0.6452871410736579,0.6447269916534424
0,1,0.5826964371174373,0.6471605866867244,0.6188337802886963
0,2,0.6284950008131539,0.6471605866867244,0.6123800277709961
0,3,0.6655423612541935,0.6471605866867244,0.6026270985603333
0,4,0.7025177716986968,0.6471605866867244,0.5891672372817993
0,5,0.7461153939197892,0.6471605866867244,0.5619952082633972
0,6,0.7764193499506112,0.6471605866867244,0.5369739532470703
0,7,0.7881464189366841,0.6471605866867244,0.5241559147834778
0,8,0.8005602957323247,0.6471605866867244,0.5109189748764038
0,9,0.813656879881463,0.6471605866867244,0.4973914921283722
0,10,0.8232215095604797,0.6471605866867244,0.486377477645874
0,11,0.8340582716679248,0.6471605866867244,0.4723265469074249
0,12,0.8395493398092294,0.6471605866867244,0.4636671841144562
0,13,0.8473917531627524,0.6471605866867244,0.4578219056129455
0,14,0.8492334897304264,0.6471605866867244,0.4562841951847076
0,15,0.8501484860620667,0.6471605866867244,0.4527550339698791
0,16,0.8610888992750592,0.6622841138945076,0.4377073943614959
0,17,0.8603652369132024,0.7002465357476834,0.4372332394123077
0,18,0.87029469568967,0.7375011509069147,0.4250791370868683
0,19,0.8718847807026542,0.768456047716828,0.4242478907108307
0,20,0.8769474564833835,0.7984608985024958,0.4162371158599853
0,21,0.8780788602684488,0.8193045173870653,0.4136925935745239
0,22,0.8780800743007595,0.8443032228778938,0.4093475043773651
0,23,0.888779551652417,0.8628287955699123,0.3975670635700226
0,24,0.8880348543225645,0.8623650922594871,0.3964509665966034
0,25,0.89172476926201,0.8747056052755534,0.3909365236759186
0,26,0.8976414176686398,0.8789771388168749,0.3840532004833221
0,27,0.9005386686138753,0.8818749263926511,0.3819203972816467
0,28,0.9032742674405156,0.8919176288537078,0.3766589164733886
0,29,0.9113163767210642,0.8873957367933272,0.3698460161685943
0,30,0.9058106039230984,0.8971503831417624,0.3722288906574249
0,31,0.9114970445498324,0.8971374272478917,0.363135814666748
0,32,0.9185912423574188,0.8992797260597473,0.3605620861053467
0,33,0.919298961254134,0.9058194774346794,0.3534384369850158
0,34,0.9178523798155088,0.9011222681630242,0.3612922728061676
0,35,0.9221984172784646,0.9079928952042629,0.3510131239891052
0,36,0.926741462454044,0.9132192106514504,0.3442102968692779
0,37,0.93121016673272,0.9152921771913288,0.3383071720600128
0,38,0.9294027823242048,0.917870359317178,0.3382425904273987
0,39,0.9291910451787508,0.9124087591240876,0.3426471948623657
0,40,0.9340836201670488,0.9125248508946322,0.3373076021671295
0,41,0.929189707265592,0.9183285849952516,0.3378986418247223
0,42,0.9364634579743144,0.9250472143531634,0.3291688561439514
0,43,0.9397353493801648,0.9232857311459932,0.3277862668037414
0,44,0.9393846922517286,0.9259522961908152,0.3258222043514251
0,45,0.9437135350529778,0.9289172275357184,0.3149583339691162
0,46,0.93121109583908,0.9218470349600286,0.335481584072113
0,47,0.946790103525738,0.926208352885969,0.3165706992149353
0,48,0.9476088072742042,0.9307267817306564,0.3131296634674072
0,49,0.9422675358543384,0.9270538243626062,0.3203334212303161
0,50,0.9398362131666314,0.9293529971455756,0.32208052277565
0,51,0.940720301226688,0.9311904761904762,0.3173595368862152
0,52,0.9459381129934062,0.9336964243428842,0.3124996125698089
0,53,0.9461973584440804,0.94121855252176,0.3048841953277588
0,54,0.9444969203716704,0.9372768388478934,0.3116765022277832
0,55,0.9458049658579428,0.93567112901315,0.3100523352622986
0,56,0.946957441775258,0.935224586288416,0.3090068995952606
0,57,0.9448469085435268,0.9398352632207234,0.307890385389328
0,58,0.94133637307203,0.9331983805668016,0.3158585131168365
0,59,0.945067453617276,0.9343735111958076,0.3131248950958252
0,60,0.9504567412538388,0.93724935126209,0.3028508722782135
0,61,0.949930867053948,0.9364311829225144,0.3050854802131653
0,62,0.9458638959773512,0.9365905595646516,0.307833194732666
0,63,0.946158447469714,0.9351338601250148,0.3093709647655487
0,64,0.9547944786999764,0.9407346555568596,0.2960916459560394
0,65,0.9478591704680744,0.94360499702558,0.2998090386390686
0,66,0.9527971230110064,0.9392330383480826,0.2990047633647918
0,67,0.9485741735586536,0.9345772319319792,0.3084129989147186
0,68,0.9521172401408436,0.940947666195191,0.2965205013751983
0,69,0.9461177030587966,0.937411095305832,0.3042623102664947
0,70,0.9522694277626496,0.9393083980239944,0.2972376644611358
0,71,0.949159027430292,0.9374705049551676,0.3037375509738922
0,72,0.9502319842312564,0.9454523752685604,0.3000080287456512
0,73,0.9442878218882792,0.9423444976076556,0.3063345849514007
0,74,0.9500683747952621,0.9459588713534194,0.2984550893306732
